Round,Accuracy,Loss
1,0.92,0.35109953954815865
2,0.926829268292683,0.19036540691425322
3,0.9566395663956639,0.10806513635749578
4,0.956,0.11020759982056916
5,0.943089430894309,0.15918083452344506
6,0.964,0.0928525865310803
7,0.97,0.09015666565392166
8,0.97,0.0923779588774778
9,0.9566395663956639,0.1429637812083047
10,0.94579945799458,0.1588904662600398
