Round,Accuracy,Loss
1,0.5042016806722689,0.693381741642952
2,0.5121951219512195,0.6931106182456339
3,0.7371273712737128,0.5174081646370371
4,0.94579945799458,0.1744744638788708
5,0.9243697478991597,0.21006840467453003
6,0.8563685636856369,0.39955756722426994
