Round,Accuracy,Loss
1,0.8869143780290791,0.5743546859272463
2,0.9289176090468497,0.1815008061828155
3,0.9353796445880452,0.15664791348743853
4,0.9321486268174475,0.18396642269575683
5,0.9531502423263328,0.13092599194180912
6,0.9596122778675282,0.13376262264554908
7,0.9579967689822294,0.12766610919509191
8,0.9644588045234249,0.10119769463100454
9,0.9660743134087237,0.12562523616450766
10,0.962843295638126,0.10993670972902177
