Round,Accuracy,Loss
1,0.5767366720516963,0.6535854721878187
2,0.7447495961227787,0.5246488902122023
3,0.9240710823909531,0.18229067699926543
4,0.9418416801292407,0.15090264813742799
5,0.9483037156704361,0.1389652755719298
6,0.962843295638126,0.11559871317869916
7,0.9579967689822294,0.11810672355993307
8,0.962843295638126,0.10551309366206456
9,0.9547657512116317,0.11817072208399805
10,0.962843295638126,0.10586305773762086
