Round,Successful_Clients,Failed_Clients,Aggregation_Time_sec,Total_Round_Time_sec
2,2,0,0.21831909997854382,70.70988750003744
3,2,1,0.19356540008448064,106.50835589994676
10,2,0,0.1773655000142753,118.03788369998801
