Round,Accuracy,Loss
1,0.4173441734417344,0.7925540817722575
2,0.4173441734417344,0.7329526995859511
3,0.8238482384823849,0.38921372667855586
4,0.8373983739837398,0.3519873759505102
5,0.8807588075880759,0.33309497545888433
6,0.826,0.4271105856649459
7,0.7371273712737128,0.524701324789779
8,0.8943089430894309,0.281500568940076
9,0.8265582655826558,0.39905226217032297
10,0.8780487804878049,0.27746344988598143
