Round,Accuracy,Loss
1,0.7425474254742548,0.6248250684844769
2,0.936,0.17419661208987236
3,0.938,0.18304978939704597
4,0.959349593495935,0.12291065880872289
5,0.964769647696477,0.09140654544404084
6,0.972,0.09552927815821022
7,0.966,0.0815188770648092
8,0.967479674796748,0.0750177259062263
9,0.962059620596206,0.08228030642822667
10,0.967479674796748,0.08346353592426796
