Round,Successful_Clients,Failed_Clients,Aggregation_Time_sec,Total_Round_Time_sec
1,2,1,0.31460499996319413,152.39578060002532
2,2,1,0.22711229999549687,101.61111140006687
3,2,0,0.23525249992962927,92.44794049998745
4,2,1,0.2638361999997869,102.368269000086
