Round,Successful_Clients,Failed_Clients,Aggregation_Time_sec,Total_Round_Time_sec
1,2,1,0.25895019993185997,113.57128390006255
2,2,0,0.22711990005336702,91.36869580007624
3,2,1,0.4916746999369934,151.75306029990315
4,2,1,0.5058535999851301,152.25439510005526
