Round,Successful_Clients,Failed_Clients,Aggregation_Time_sec,Total_Round_Time_sec
1,2,1,0.38827640004456043,61.06471559999045
3,2,0,0.23990010004490614,65.99475810001604
4,2,0,0.2634188000811264,66.13340099994093
5,2,0,0.23874499998055398,65.85968840005808
6,2,0,0.1969915000954643,51.71937999990769
7,2,0,0.2141202000202611,64.64019249996636
8,2,0,0.26030720002017915,69.57004899997264
9,2,0,0.21945079998113215,73.16406879993156
10,2,0,0.24669469997752458,66.81251389998943
