Round,Successful_Clients,Failed_Clients,Aggregation_Time_sec,Total_Round_Time_sec
1,2,1,0.3003919000038877,94.1518429000862
2,2,0,0.27459869999438524,88.1208181999391
3,2,1,0.18075740011408925,80.38831099995878
4,2,0,0.1964919000165537,60.20083640003577
5,2,1,0.1702694999985397,72.96332059998531
6,2,0,0.1860910999821499,58.33734720002394
