Round,Accuracy,Loss
1,0.5853658536585366,0.6141869290492076
2,0.8943089430894309,0.24487699838834726
3,0.956,0.14430025266483426
4,0.9349593495934959,0.1695412901686984
5,0.940379403794038,0.16569813872437653
6,0.9566395663956639,0.12152821719545498
