Round,Accuracy,Loss
1,0.92,0.3651638403534889
2,0.9214092140921409,0.371342030442181
3,0.948509485094851,0.16046589635171218
4,0.918,0.23853329103440046
5,0.9411764705882353,0.1803586594760418
6,0.934,0.16293807298643515
7,0.967479674796748,0.09264851795877949
8,0.968,0.09423748622066341
9,0.983739837398374,0.053189639666503884
10,0.948,0.16218708694214
