Round,Accuracy,Loss
1,0.6775067750677507,0.6170824178592945
2,0.8915989159891599,0.24785756895717406
3,0.926829268292683,0.17698584043176033
4,0.978319783197832,0.08192481826940365
5,0.9701897018970189,0.09148415824181343
6,0.974,0.08355107362149283
7,0.982,0.08412037324160337
8,0.981029810298103,0.0690421587290674
9,0.959349593495935,0.14528401798333943
10,0.959349593495935,0.1439107047030475
