Round,Accuracy,Loss
1,0.6397415185783522,0.6155688000514935
2,0.8982229402261712,0.2918724530528454
3,0.9289176090468497,0.16446903421542033
4,0.9434571890145396,0.1508209213196196
5,0.9563812600969306,0.12195383343749314
6,0.9596122778675282,0.11169320090879989
7,0.9709208400646203,0.11145664957203032
8,0.9660743134087237,0.10779549349144535
9,0.9660743134087237,0.10175843857024136
10,0.9709208400646203,0.10996087000709816
